art_style,painting,emotion,utterance,repetition,artist_parsed,artwork_parsed,year_parsed,artist_key,artwork_key,link
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,This sort of traditional costume is very elaborate and beautiful.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,excitement,"I am excited by the beauty of the subject, even in a preliminary sketch.  I wonder how the painting looked.",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,This appears to be a designer's drawing for a play or movie set or possibly for a runway activity fashion show.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,sadness,I wish the artist could of did more details it look like a good start.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The sheep lying in the ground are getting some rest in the shade,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,"The animals doze under a tree, calm and quiet.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,awe,The use of black and white help makes this simple scene more impactful.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The sheep look sleepy under the tree and the standing sheep look like they are telling a story,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,amusement,"This looks like a screenshot from Red Dead Redemption 2, where the main character likes to sketch what he sees.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,I love how the sheep are gathered under the huge tree.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,It appears the sheep are very content with their grazing spot.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,awe,The sheep resting under the shade of a large tree reinforces the idea that animals are not dumb,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,excitement,I love sheep and the way the sheep are drawn with a black outline makes them seem so beautiful and fluffy,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,I'm fascinated by the scribble art. I love that the sheep do not have eyes and the standing sheep's legs are made up of a few scribbles.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The sheep in the photo are relaxing and enjoying the summer heat.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,something else,"This photo makes me feel lethargic because its a painting of sheep lying on the ground sleeping, and it appears it could be the middle of the afternoon, and thats a time typically where I experience a dip in energy.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,Sheep are very non-threatening animals and the fact that there is a group of them huddled together makes this seem like a safe environment.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,Well it's seems a little incomplete but I still admire the rawness of it. I would definitely want to encounter a tree that size.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,fear,I worry that something awful like a predator attack is about o happen top these animals.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,I feel content because of how relaxed the sheep look. They seem to be enjoying their time in the shade and getting a respite from the bright sun.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,all of the town sheep are about to join forces,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The sheep enjoy relaxing underneath the large tree.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,fear,"Although the subject matter is harmless, the wild, black scribbles make me feel anxious.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The sheep under the tree in the simple drawing look so engrossing for some reason.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,"While a majority of a sheep's waking hours are spent grazing, these sheep are resting under a tree. I would love to be able to rest without a worry in the world.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,"I like this one okay, the sheep are drawn pretty good and their surroundings.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The sheep look like they are enjoying a nice day under a tree.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,the flock having a rest under the shade of a tree with some lying down,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,something else,A perfectly fine sketch but not a whole lot going on here.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,amusement,I feel whimsical looking at this. The wat the brush and trees are drawn makes me feel almost childlike and fun. The sheep under the tree adds to that whimsy but without them it would be just as neat of a drawing,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,Sheep resting under a tree gives me a restiful mood.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,"Lambs and sheep frolicking and resting under a tree makes me feel calm and content, as lambs are gentle creatures",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,excitement,"Looks like a family of sheep who are enjoying being around each other, and that warms my heart.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The sheep look happy and peaceful.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,The peaceful farm scene with the animals and trees lends feelings of calm and relaxation to the viewer.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,"Even though there is no color, it's peaceful watching the sheep sleeping and calm.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,I'm glad the sheep were able to find some shade from the heat.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,This painting of some sheep relaxing under a big tree's shade makes me feel content. I would have preferred this in color though.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,anger,"The painting's sheeps lack details while the trees are intricate, which angers me with the disparity.",47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,I like farm animals that are let have some freedom like these sheep seem to have.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,contentment,These animals look like they are having a relaxing day under the tree.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
Realism,ivan-shishkin_herd-of-sheep-under-an-oak-tree-1863,amusement,this makes me feel amused because of the black and white of the sheep and yet the painting is black and white as well It's just kind of amusing and funny to me.,47,Ivan Shishkin,Herd Of Sheep Under An Oak Tree,1863.0,ivan shishkin,herd of sheep under an oak tree,https://uploads2.wikiart.org/images/ivan-shishkin/herd-of-sheep-under-an-oak-tree-1863.jpg
